Time, posX, posY, posZ, errorX, errorY, errorZ, errorYaw, ascendRate, adjustmentGain, delaytime
6362.12,0.1104,20.0066,7.0601,0.0000,-0.0351,7.3314,0.150,0.100,0.200
6362.32,0.1054,19.9888,7.0945,0.0000,-0.0445,7.2986,0.150,0.100,0.200
6362.52,0.1001,19.9728,7.1294,0.0000,-0.0535,7.2395,0.150,0.100,0.200
6362.72,0.0958,19.9614,7.1777,0.0000,-0.0611,7.1680,0.150,0.100,0.200
6362.92,0.0900,19.9487,7.2307,0.0000,-0.0678,7.1076,0.150,0.100,0.200
6363.12,0.0840,19.9370,7.2696,0.0000,-0.0736,7.0549,0.150,0.100,0.200
6363.32,0.0787,19.9274,7.3000,0.0000,-0.0781,7.0090,0.150,0.100,0.200
6363.52,0.0724,19.9192,7.3386,0.0000,-0.0817,6.9671,0.150,0.100,0.200
6363.72,0.0667,19.9133,7.3699,0.0000,-0.0842,6.9341,0.150,0.100,0.200
6363.92,0.0621,19.9080,7.3948,0.0000,-0.0855,6.9072,0.150,0.100,0.200
6364.12,0.0580,19.9039,7.4206,0.0000,-0.0858,6.8844,0.150,0.100,0.200
6364.32,0.0558,19.9020,7.4452,0.0000,-0.0850,6.8659,0.150,0.100,0.200
6364.52,0.0541,19.9025,7.4637,0.0000,-0.0833,6.8522,0.150,0.100,0.200
6364.72,0.0529,19.9043,7.4836,0.0000,-0.0806,6.8427,0.150,0.100,0.200
6364.92,0.0516,19.9079,7.4750,0.0000,-0.0772,6.8350,0.150,0.100,0.200
6365.12,0.0504,19.9119,7.4770,0.0000,-0.0731,6.8249,0.150,0.100,0.200
6365.32,0.0495,19.9165,7.4893,0.0000,-0.0682,6.8160,0.150,0.100,0.200
6365.52,0.0477,19.9217,7.4961,0.0000,-0.0626,6.8100,0.150,0.100,0.200
6365.72,0.0463,19.9273,7.5022,0.0000,-0.0563,6.8060,0.150,0.100,0.200
6365.92,0.0447,19.9356,7.5122,0.0000,-0.0495,6.8040,0.150,0.100,0.200
6366.12,0.0435,19.9457,7.5261,0.0000,-0.0419,6.7962,0.150,0.100,0.200
6366.32,0.0416,19.9573,7.5716,0.0000,-0.0342,6.7618,0.150,0.100,0.200
6366.52,0.0390,19.9703,7.6380,0.0000,-0.0266,6.7093,0.150,0.100,0.200
6366.72,0.0375,19.9821,7.6948,0.0000,-0.0187,6.6401,0.150,0.100,0.200
6366.92,0.0388,19.9932,7.7678,0.0000,-0.0113,6.5581,0.150,0.100,0.200
6367.12,0.0385,20.0069,7.8634,0.0000,-0.0040,6.4594,0.150,0.100,0.200
6367.32,0.0363,20.0190,7.9697,0.0000,0.0025,6.3509,0.150,0.100,0.200
6367.52,0.0323,20.0294,8.0871,0.0000,0.0080,6.2320,0.150,0.100,0.200
6367.72,0.0270,20.0391,8.2024,0.0000,0.0129,6.1052,0.150,0.100,0.200
6367.92,0.0200,20.0496,8.3271,0.0000,0.0174,5.9700,0.150,0.100,0.200
6368.12,0.0145,20.0569,8.4383,0.0000,0.0215,5.8287,0.150,0.100,0.200
6368.32,0.0082,20.0646,8.5854,0.0000,0.0255,5.6843,0.150,0.100,0.200
6368.53,0.0036,20.0694,8.7366,0.0000,0.0295,5.5362,0.150,0.100,0.200
6368.73,-0.0001,20.0768,8.8805,0.0000,0.0335,5.3917,0.150,0.100,0.200
6368.93,-0.0037,20.0860,9.0234,0.0000,0.0375,5.2422,0.150,0.100,0.200
6369.13,-0.0062,20.0947,9.1716,0.0000,0.0415,5.1034,0.150,0.100,0.200
6369.33,-0.0092,20.1042,9.3109,0.0000,0.0456,4.9654,0.150,0.100,0.200
6369.53,-0.0135,20.1117,9.4540,0.0000,0.0497,4.8219,0.150,0.100,0.200
6369.73,-0.0183,20.1191,9.5944,0.0000,0.0539,4.6858,0.150,0.100,0.200
6369.93,-0.0235,20.1267,9.7423,0.0000,0.0580,4.5491,0.150,0.100,0.200
6370.13,-0.0284,20.1334,9.8723,0.0000,0.0621,4.4396,0.150,0.100,0.200
6370.33,-0.0319,20.1404,9.9624,0.0000,0.0662,4.3539,0.150,0.100,0.200
6370.53,-0.0331,20.1461,10.0474,0.0000,0.0682,4.2895,0.150,0.100,0.200
6370.73,-0.0283,20.1476,10.1126,0.0000,0.0678,4.2415,0.150,0.100,0.200
6370.93,-0.0197,20.1454,10.1599,0.0000,0.0655,4.2058,0.150,0.100,0.200
6371.13,-0.0087,20.1422,10.1964,0.0000,0.0619,4.1789,0.150,0.100,0.200
6371.33,0.0024,20.1375,10.2269,0.0000,0.0574,4.1599,0.150,0.100,0.200
